

pwl	ợ
veu	veo
vej	vei
vec	vec
vef	veng
ven	ven
vem	vem
vev	vep
ver	vet

vet	voe
veut	voeo
vejt	voei
vect	voec
veft	voeng
vent	voen
vemt	voem
vevt	voep
vert	voet

vd	vê
vdu	vêu
vdj	vêy
vdc	vêch
vdf	vênh
vdn	vên
vdm	vêm
vdv	vêp
vdr	vêt

vdt	vuê
vdut	vuêu
vdjt	vuêy
vdct	vuêch
vdft	vuênh
vdnt	vuên
vdmt	vuêm
vdvt	vuêp
vdrt	vuêt

vi	vi
viu	viu
vij	vy
vic	vich
vif	vinh
vin	vin
vim	vim
viv	vip
vir	vit

vit	vui
viut	vuyu
vijt	vuy
vict	vuych
vift	vuynh
vint	vuyn
vimt	vuym
vivt	vuyp
virt	vuyt

vk	via
vku	viêu
vkj	viêy
vkc	viêc
vkf	viêng
vkn	viên
vkm	viêm
vkv	viêp
vkr	viêt

vkt	vuya
vkut	vuyêu
vkjt	vuyêy
vkct	vuyêc
vkft	vuyêng
vknt	vuyên
vkmt	vuyêm
vkvt	vuyêp
vkrt	vuyêt

vl	vô
vlu	vôu
vlj	vôi
vlc	vôc
vlf	vông
vln	vôn
vlm	vôm
vlv	vôp
vlr	vôt

vlt	voô
vlut	voôu
vljt	voôi
vlct	voôc
vlft	voông
vlnt	voôn
vlmt	voôm
vlvt	voôp
vlrt	voôt

vs	vanh
vsu	vâu
vsj	vây
vsc	vâc
vsf	vâng
vsn	vân
vsm	vâm
vsv	vâp
vsr	vât

vst	voanh
vsut	vuâu
vsjt	vuây
vsct	vuâc
vsft	vuâng
vsnt	vuân
vsmt	vuâm
vsvt	vuâp
vsrt	vuât

vq	vach
vqu	vau
vqj	vay
vqc	văc
vqf	văng
vqn	văn
vqm	văm
vqv	văp
vqr	văt

vqt	voach
vqut	voau
vqjt	voay
vqct	voăc
vqft	voăng
vqnt	voăn
vqmt	voăm
vqvt	voăp
vqrt	voăt

vt	vư
vtu	vưu
vtj	vưi
vtc	vưc
vtf	vưng
vtn	vưn
vtm	vưm
vtv	vưp
vtr	vưt

vtt	vưa
vtut	vươu
vtjt	vươi
vtct	vươc
vtft	vương
vtnt	vươn
vtmt	vươm
vtvt	vươp
vtrt	vươt

vp	vu
vpu	vuu
vpj	vui
vpc	vuc
vpf	vung
vpn	vun
vpm	vum
vpv	vup
vpr	vut

vpt	vua
vput	vuôu
vpjt	vuôi
vpct	vuôc
vpft	vuông
vpnt	vuôn
vpmt	vuôm
vpvt	vuôp
vprt	vuôt

ew	bơ
ewu	bơu
ewj	bơi
ewc	bơc
ewf	bơng
ewn	bơn
ewm	bơm
ewv	bơp
ewr	bơt

ewt	buơ
ewut	buơu
ewjt	buơi
ewct	buơc
ewft	buơng
ewnt	buơn
ewmt	buơm
ewvt	buơp
ewrt	buơt

eo	bo
eou	bou
eoj	boi
eoc	boc
eof	bong
eon	bon
eom	bom
eov	bop
eor	bot

eot	boo
eout	boou
eojt	booi
eoct	booc
eoft	boong
eont	boon
eomt	boom
eovt	boop
eort	boot

ea	ba
eau	bao
eaj	bai
eac	bac
eaf	bang
ean	ban
eam	bam
eav	bap
ear	bat

eat	boa
eaut	boao
eajt	boai
eact	boac
eaft	boang
eant	boan
eamt	boam
eavt	boap
eart	boat

ee	be
eeu	beo
eej	bei
eec	bec
eef	beng
een	ben
eem	bem
eev	bep
eer	bet

eet	boe
eeut	boeo
eejt	boei
eect	boec
eeft	boeng
eent	boen
eemt	boem
eevt	boep
eert	boet

ed	bê
edu	bêu
edj	bêy
edc	bêch
edf	bênh
edn	bên
edm	bêm
edv	bêp
edr	bêt

edt	buê
edut	buêu
edjt	buêy
edct	buêch
edft	buênh
ednt	buên
edmt	buêm
edvt	buêp
edrt	buêt

ei	bi
eiu	biu
eij	by
eic	bich
eif	binh
ein	bin
eim	bim
eiv	bip
eir	bit

eit	bui
eiut	buyu
eijt	buy
eict	buych
eift	buynh
eint	buyn
eimt	buym
eivt	buyp
eirt	buyt

ek	bia
eku	biêu
ekj	biêy
ekc	biêc
ekf	biêng
ekn	biên
ekm	biêm
ekv	biêp
ekr	biêt

ekt	buya
ekut	buyêu
ekjt	buyêy
ekct	buyêc
ekft	buyêng
eknt	buyên
ekmt	buyêm
ekvt	buyêp
ekrt	buyêt

el	bô
elu	bôu
elj	bôi
elc	bôc
elf	bông
eln	bôn
elm	bôm
elv	bôp
elr	bôt

elt	boô
elut	boôu
eljt	boôi
elct	boôc
elft	boông
elnt	boôn
elmt	boôm
elvt	boôp
elrt	boôt

es	banh
esu	bâu
esj	bây
esc	bâc
esf	bâng
esn	bân
esm	bâm
esv	bâp
esr	bât

est	boanh
esut	buâu
esjt	buây
esct	buâc
esft	buâng
esnt	buân
esmt	buâm
esvt	buâp
esrt	buât

eq	bach
equ	bau
eqj	bay
eqc	băc
eqf	băng
eqn	băn
eqm	băm
eqv	băp
eqr	băt

eqt	boach
equt	boau
eqjt	boay
eqct	boăc
eqft	boăng
eqnt	boăn
eqmt	boăm
eqvt	boăp
eqrt	boăt

et	bư
etu	bưu
etj	bưi
etc	bưc
etf	bưng
etn	bưn
etm	bưm
etv	bưp
etr	bưt

ett	bưa
etut	bươu
etjt	bươi
etct	bươc
etft	bương
etnt	bươn
etmt	bươm
etvt	bươp
etrt	bươt

ep	bu
epu	buu
epj	bui
epc	buc
epf	bung
epn	bun
epm	bum
epv	bup
epr	but

ept	bua
eput	buôu
epjt	buôi
epct	buôc
epft	buông
epnt	buôn
epmt	buôm
epvt	buôp
eprt	buôt

sw	sơ
swu	sơu
swj	sơi
swc	sơc
swf	sơng
swn	sơn
swm	sơm
swv	sơp
swr	sơt

swt	suơ
swut	suơu
swjt	suơi
swct	suơc
swft	suơng
swnt	suơn
swmt	suơm
swvt	suơp
swrt	suơt

so	so
sou	sou
soj	soi
soc	soc
sof	song
son	son
som	som
sov	sop
sor	sot

sot	soo
sout	soou
sojt	sooi
soct	sooc
soft	soong
sont	soon
somt	soom
sovt	soop
sort	soot

sa	sa
sau	sao
saj	sai
sac	sac
saf	sang
san	san
sam	sam
sav	sap
sar	sat

sat	soa
saut	soao
sajt	soai
sact	soac
saft	soang
sant	soan
samt	soam
savt	soap
sart	soat

se	se
seu	seo
sej	sei
sec	sec
sef	seng
sen	sen
sem	sem
sev	sep
ser	set

set	soe
seut	soeo
sejt	soei
sect	soec
seft	soeng
sent	soen
semt	soem
sevt	soep
sert	soet

sd	sê
sdu	sêu
sdj	sêy
sdc	sêch
sdf	sênh
sdn	sên
sdm	sêm
sdv	sêp
sdr	sêt

sdt	suê
sdut	suêu
sdjt	suêy
sdct	suêch
sdft	suênh
sdnt	suên
sdmt	suêm
sdvt	suêp
sdrt	suêt

si	si
siu	siu
sij	sy
sic	sich
sif	sinh
sin	sin
sim	sim
siv	sip
sir	sit

sit	sui
siut	suyu
sijt	suy
sict	suych
sift	suynh
sint	suyn
simt	suym
sivt	suyp
sirt	suyt

sk	sia
sku	siêu
skj	siêy
skc	siêc
skf	siêng
skn	siên
skm	siêm
skv	siêp
skr	siêt

skt	suya
skut	suyêu
skjt	suyêy
skct	suyêc
skft	suyêng
sknt	suyên
skmt	suyêm
skvt	suyêp
skrt	suyêt

sl	sô
slu	sôu
slj	sôi
slc	sôc
slf	sông
sln	sôn
slm	sôm
slv	sôp
slr	sôt

slt	soô
slut	soôu
sljt	soôi
slct	soôc
slft	soông
slnt	soôn
slmt	soôm
slvt	soôp
slrt	soôt

ss	sanh
ssu	sâu
ssj	sây
ssc	sâc
ssf	sâng
ssn	sân
ssm	sâm
ssv	sâp
ssr	sât

sst	soanh
ssut	suâu
ssjt	suây
ssct	suâc
ssft	suâng
ssnt	suân
ssmt	suâm
ssvt	suâp
ssrt	suât

sq	sach
squ	sau
sqj	say
sqc	săc
sqf	săng
sqn	săn
sqm	săm
sqv	săp
sqr	săt

sqt	soach
squt	soau
sqjt	soay
sqct	soăc
sqft	soăng
sqnt	soăn
sqmt	soăm
sqvt	soăp
sqrt	soăt

st	sư
stu	sưu
stj	sưi
stc	sưc
stf	sưng
stn	sưn
stm	sưm
stv	sưp
str	sưt

stt	sưa
stut	sươu
stjt	sươi
stct	sươc
stft	sương
stnt	sươn
stmt	sươm
stvt	sươp
strt	sươt

sp	su
spu	suu
spj	sui
spc	suc
spf	sung
spn	sun
spm	sum
spv	sup
spr	sut

spt	sua
sput	suôu
spjt	suôi
spct	suôc
spft	suông
spnt	suôn
spmt	suôm
spvt	suôp
sprt	suôt

xw	xơ
xwu	xơu
xwj	xơi
xwc	xơc
xwf	xơng
xwn	xơn
xwm	xơm
xwv	xơp
xwr	xơt

xwt	xuơ
xwut	xuơu
xwjt	xuơi
xwct	xuơc
xwft	xuơng
xwnt	xuơn
xwmt	xuơm
xwvt	xuơp
xwrt	xuơt

xo	xo
xou	xou
xoj	xoi
xoc	xoc
xof	xong
xon	xon
xom	xom
xov	xop
xor	xot

xot	xoo
xout	xoou
xojt	xooi
xoct	xooc
xoft	xoong
xont	xoon
xomt	xoom
xovt	xoop
xort	xoot

xa	xa
xau	xao
xaj	xai
xac	xac
xaf	xang
xan	xan
xam	xam
xav	xap
xar	xat

xat	xoa
xaut	xoao
xajt	xoai
xact	xoac
xaft	xoang
xant	xoan
xamt	xoam
xavt	xoap
xart	xoat

xe	xe
xeu	xeo
xej	xei
xec	xec
xef	xeng
xen	xen
xem	xem
xev	xep
xer	xet

xet	xoe
xeut	xoeo
xejt	xoei
xect	xoec
xeft	xoeng
xent	xoen
xemt	xoem
xevt	xoep
xert	xoet

xd	xê
xdu	xêu
xdj	xêy
xdc	xêch
xdf	xênh
xdn	xên
xdm	xêm
xdv	xêp
xdr	xêt

xdt	xuê
xdut	xuêu
xdjt	xuêy
xdct	xuêch
xdft	xuênh
xdnt	xuên
xdmt	xuêm
xdvt	xuêp
xdrt	xuêt

xi	xi
xiu	xiu
xij	xy
xic	xich
xif	xinh
xin	xin
xim	xim
xiv	xip
xir	xit

xit	xui
xiut	xuyu
xijt	xuy
xict	xuych
xift	xuynh
xint	xuyn
ximt	xuym
xivt	xuyp
xirt	xuyt

xk	xia
xku	xiêu
xkj	xiêy
xkc	xiêc
xkf	xiêng
xkn	xiên
xkm	xiêm
xkv	xiêp
xkr	xiêt

xkt	xuya
xkut	xuyêu
xkjt	xuyêy
xkct	xuyêc
xkft	xuyêng
xknt	xuyên
xkmt	xuyêm
xkvt	xuyêp
xkrt	xuyêt

xl	xô
xlu	xôu
xlj	xôi
xlc	xôc
xlf	xông
xln	xôn
xlm	xôm
xlv	xôp
xlr	xôt

xlt	xoô
xlut	xoôu
xljt	xoôi
xlct	xoôc
xlft	xoông
xlnt	xoôn
xlmt	xoôm
xlvt	xoôp
xlrt	xoôt

xs	xanh
xsu	xâu
xsj	xây
xsc	xâc
xsf	xâng
xsn	xân
xsm	xâm
xsv	xâp
xsr	xât

xst	xoanh
xsut	xuâu
xsjt	xuây
xsct	xuâc
xsft	xuâng
xsnt	xuân
xsmt	xuâm
xsvt	xuâp
xsrt	xuât

xq	xach
xqu	xau
xqj	xay
xqc	xăc
xqf	xăng
xqn	xăn
xqm	xăm
xqv	xăp
xqr	xăt

xqt	xoach
xqut	xoau
xqjt	xoay
xqct	xoăc
xqft	xoăng
xqnt	xoăn
xqmt	xoăm
xqvt	xoăp
xqrt	xoăt

xt	xư
xtu	xưu
xtj	xưi
xtc	xưc
xtf	xưng
xtn	xưn
xtm	xưm
xtv	xưp
xtr	xưt

xtt	xưa
xtut	xươu
xtjt	xươi
xtct	xươc
xtft	xương
xtnt	xươn
xtmt	xươm
xtvt	xươp
xtrt	xươt

xp	xu
xpu	xuu
xpj	xui
xpc	xuc
xpf	xung
xpn	xun
xpm	xum
xpv	xup
xpr	xut

xpt	xua
xput	xuôu
xpjt	xuôi
xpct	xuôc
xpft	xuông
xpnt	xuôn
xpmt	xuôm
xpvt	xuôp
xprt	xuôt

kw	khơ
kwu	khơu
kwj	khơi
kwc	khơc
kwf	khơng
kwn	khơn
kwm	khơm
kwv	khơp
kwr	khơt

kwt	khuơ
kwut	khuơu
kwjt	khuơi
kwct	khuơc
kwft	khuơng
kwnt	khuơn
kwmt	khuơm
kwvt	khuơp
kwrt	khuơt

ko	kho
kou	khou
koj	khoi
koc	khoc
kof	khong
kon	khon
kom	khom
kov	khop
kor	khot

kot	khoo
kout	khoou
kojt	khooi
koct	khooc
koft	khoong
kont	khoon
komt	khoom
kovt	khoop
kort	khoot

ka	kha
kau	khao
kaj	khai
kac	khac
kaf	khang
kan	khan
kam	kham
kav	khap
kar	khat

kat	khoa
kaut	khoao
kajt	khoai
kact	khoac
kaft	khoang
kant	khoan
kamt	khoam
kavt	khoap
kart	khoat

ke	khe
keu	kheo
kej	khei
kec	khec
kef	kheng
ken	khen
kem	khem
kev	khep
ker	khet

ket	khoe
keut	khoeo
kejt	khoei
kect	khoec
keft	khoeng
kent	khoen
kemt	khoem
kevt	khoep
kert	khoet

kd	khê
kdu	khêu
kdj	khêy
kdc	khêch
kdf	khênh
kdn	khên
kdm	khêm
kdv	khêp
kdr	khêt

kdt	khuê
kdut	khuêu
kdjt	khuêy
kdct	khuêch
kdft	khuênh
kdnt	khuên
kdmt	khuêm
kdvt	khuêp
kdrt	khuêt

ki	khi
kiu	khiu
kij	khy
kic	khich
kif	khinh
kin	khin
kim	khim
kiv	khip
kir	khit

kit	khui
kiut	khuyu
kijt	khuy
kict	khuych
kift	khuynh
kint	khuyn
kimt	khuym
kivt	khuyp
kirt	khuyt

kk	khia
kku	khiêu
kkj	khiêy
kkc	khiêc
kkf	khiêng
kkn	khiên
kkm	khiêm
kkv	khiêp
kkr	khiêt

kkt	khuya
kkut	khuyêu
kkjt	khuyêy
kkct	khuyêc
kkft	khuyêng
kknt	khuyên
kkmt	khuyêm
kkvt	khuyêp
kkrt	khuyêt

kl	khô
klu	khôu
klj	khôi
klc	khôc
klf	không
kln	khôn
klm	khôm
klv	khôp
klr	khôt

klt	khoô
klut	khoôu
kljt	khoôi
klct	khoôc
klft	khoông
klnt	khoôn
klmt	khoôm
klvt	khoôp
klrt	khoôt

ks	khanh
ksu	khâu
ksj	khây
ksc	khâc
ksf	khâng
ksn	khân
ksm	khâm
ksv	khâp
ksr	khât

kst	khoanh
ksut	khuâu
ksjt	khuây
ksct	khuâc
ksft	khuâng
ksnt	khuân
ksmt	khuâm
ksvt	khuâp
ksrt	khuât

kq	khach
kqu	khau
kqj	khay
kqc	khăc
kqf	khăng
kqn	khăn
kqm	khăm
kqv	khăp
kqr	khăt

kqt	khoach
kqut	khoau
kqjt	khoay
kqct	khoăc
kqft	khoăng
kqnt	khoăn
kqmt	khoăm
kqvt	khoăp
kqrt	khoăt

kt	khư
ktu	khưu
ktj	khưi
ktc	khưc
ktf	khưng
ktn	khưn
ktm	khưm
ktv	khưp
ktr	khưt

ktt	khưa
ktut	khươu
ktjt	khươi
ktct	khươc
ktft	khương
ktnt	khươn
ktmt	khươm
ktvt	khươp
ktrt	khươt

kp	khu
kpu	khuu
kpj	khui
kpc	khuc
kpf	khung
kpn	khun
kpm	khum
kpv	khup
kpr	khut

kpt	khua
kput	khuôu
kpjt	khuôi
kpct	khuôc
kpft	khuông
kpnt	khuôn
kpmt	khuôm
kpvt	khuôp
kprt	khuôt

hw	hơ
hwu	hơu
hwj	hơi
hwc	hơc
hwf	hơng
hwn	hơn
hwm	hơm
hwv	hơp
hwr	hơt

hwt	huơ
hwut	huơu
hwjt	huơi
hwct	huơc
hwft	huơng
hwnt	huơn
hwmt	huơm
hwvt	huơp
hwrt	huơt

ho	ho
hou	hou
hoj	hoi
hoc	hoc
hof	hong
hon	hon
hom	hom
hov	hop
hor	hot

hot	hoo
hout	hoou
hojt	hooi
hoct	hooc
hoft	hoong
hont	hoon
homt	hoom
hovt	hoop
hort	hoot

ha	ha
hau	hao
haj	hai
hac	hac
haf	hang
han	han
ham	ham
hav	hap
har	hat

hat	hoa
haut	hoao
hajt	hoai
hact	hoac
haft	hoang
hant	hoan
hamt	hoam
havt	hoap
hart	hoat

he	he
heu	heo
hej	hei
hec	hec
hef	heng
hen	hen
hem	hem
hev	hep
her	het

het	hoe
heut	hoeo
hejt	hoei
hect	hoec
heft	hoeng
hent	hoen
hemt	hoem
hevt	hoep
hert	hoet

hd	hê
hdu	hêu
hdj	hêy
hdc	hêch
hdf	hênh
hdn	hên
hdm	hêm
hdv	hêp
hdr	hêt

hdt	huê
hdut	huêu
hdjt	huêy
hdct	huêch
hdft	huênh
hdnt	huên
hdmt	huêm
hdvt	huêp
hdrt	huêt

hi	hi
hiu	hiu
hij	hy
hic	hich
hif	hinh
hin	hin
him	him
hiv	hip
hir	hit

hit	hui
hiut	huyu
hijt	huy
hict	huych
hift	huynh
hint	huyn
himt	huym
hivt	huyp
hirt	huyt

hk	hia
hku	hiêu
hkj	hiêy
hkc	hiêc
hkf	hiêng
hkn	hiên
hkm	hiêm
hkv	hiêp
hkr	hiêt

hkt	huya
hkut	huyêu
hkjt	huyêy
hkct	huyêc
hkft	huyêng
hknt	huyên
hkmt	huyêm
hkvt	huyêp
hkrt	huyêt

hl	hô
hlu	hôu
hlj	hôi
hlc	hôc
hlf	hông
hln	hôn
hlm	hôm
hlv	hôp
hlr	hôt

hlt	hoô
hlut	hoôu
hljt	hoôi
hlct	hoôc
hlft	hoông
hlnt	hoôn
hlmt	hoôm
hlvt	hoôp
hlrt	hoôt

hs	hanh
hsu	hâu
hsj	hây
hsc	hâc
hsf	hâng
hsn	hân
hsm	hâm
hsv	hâp
hsr	hât

hst	hoanh
hsut	huâu
hsjt	huây
hsct	huâc
hsft	huâng
hsnt	huân
hsmt	huâm
hsvt	huâp
hsrt	huât

hq	hach
hqu	hau
hqj	hay
hqc	hăc
hqf	hăng
hqn	hăn
hqm	hăm
hqv	hăp
hqr	hăt

hqt	hoach
hqut	hoau
hqjt	hoay
hqct	hoăc
hqft	hoăng
hqnt	hoăn
hqmt	hoăm
hqvt	hoăp
hqrt	hoăt

ht	hư
htu	hưu
htj	hưi
htc	hưc
htf	hưng
htn	hưn
htm	hưm
htv	hưp
htr	hưt

htt	hưa
htut	hươu
htjt	hươi
htct	hươc
htft	hương
htnt	hươn
htmt	hươm
htvt	hươp
htrt	hươt

hp	hu
hpu	huu
hpj	hui
hpc	huc
hpf	hung
hpn	hun
hpm	hum
hpv	hup
hpr	hut

hpt	hua
hput	huôu
hpjt	huôi
hpct	huôc
hpft	huông
hpnt	huôn
hpmt	huôm
hpvt	huôp
hprt	huôt


ce	ke
ceu	keo
cej	kei
cec	kec
cef	keng
cen	ken
cem	kem
cev	kep
cer	ket

cd	kê
cdu	kêu
cdj	kêy
cdc	kêch
cdf	kênh
cdn	kên
cdm	kêm
cdv	kêp
cdr	kêt

ci	ki
ciu	kiu
cij	ky
cic	kich
cif	kinh
cin	kin
cim	kim
civ	kip
cir	kit

ck	kia
cku	kiêu
ckj	kiêy
ckc	kiêc
ckf	kiêng
ckn	kiên
ckm	kiêm
ckv	kiêp
ckr	kiêt

ge	ghe
geu	gheo
gej	ghei
gec	ghec
gef	gheng
gen	ghen
gem	ghem
gev	ghep
ger	ghet

gd	ghê
gdu	ghêu
gdj	ghêy
gdc	ghêch
gdf	ghênh
gdn	ghên
gdm	ghêm
gdv	ghêp
gdr	ghêt

gi	ghi
giu	ghiu
gij	ghy
gic	ghich
gif	ghinh
gin	ghin
gim	ghim
giv	ghip
gir	ghit

gk	ghia
gku	ghiêu
gkj	ghiêy
gkc	ghiêc
gkf	ghiêng
gkn	ghiên
gkm	ghiêm
gkv	ghiêp
gkr	ghiêt

ae	nghe
aeu	ngheo
aej	nghei
aec	nghec
aef	ngheng
aen	nghen
aem	nghem
aev	nghep
aer	nghet

ad	nghê
adu	nghêu
adj	nghêy
adc	nghêch
adf	nghênh
adn	nghên
adm	nghêm
adv	nghêp
adr	nghêt

ai	nghi
aiu	nghiu
aij	nghy
aic	nghich
aif	nghinh
ain	nghin
aim	nghim
aiv	nghip
air	nghit

ak	nghia
aku	nghiêu
akj	nghiêy
akc	nghiêc
akf	nghiêng
akn	nghiên
akm	nghiêm
akv	nghiêp
akr	nghiêt


cw	cơ
cwu	cơu
cwj	cơi
cwc	cơc
cwf	cơng
cwn	cơn
cwm	cơm
cwv	cơp
cwr	cơt

cwt	cuơ
cwut	cuơu
cwjt	cuơi
cwct	cuơc
cwft	cuơng
cwnt	cuơn
cwmt	cuơm
cwvt	cuơp
cwrt	cuơt

co	co
cou	cou
coj	coi
coc	coc
cof	cong
con	con
com	com
cov	cop
cor	cot

cot	coo
cout	coou
cojt	cooi
coct	cooc
coft	coong
cont	coon
comt	coom
covt	coop
cort	coot

ca	ca
cau	cao
caj	cai
cac	cac
caf	cang
can	can
cam	cam
cav	cap
car	cat

cat	coa
caut	coao
cajt	coai
cact	coac
caft	coang
cant	coan
camt	coam
cavt	coap
cart	coat

cl	cô
clu	côu
clj	côi
clc	côc
clf	công
cln	côn
clm	côm
clv	côp
clr	côt

clt	coô
clut	coôu
cljt	coôi
clct	coôc
clft	coông
clnt	coôn
clmt	coôm
clvt	coôp
clrt	coôt

cs	canh
csu	câu
csj	cây
csc	câc
csf	câng
csn	cân
csm	câm
csv	câp
csr	cât

cst	coanh
csut	cuâu
csjt	cuây
csct	cuâc
csft	cuâng
csnt	cuân
csmt	cuâm
csvt	cuâp
csrt	cuât

cq	cach
cqu	cau
cqj	cay
cqc	căc
cqf	căng
cqn	căn
cqm	căm
cqv	căp
cqr	căt

cqt	coach
cqut	coau
cqjt	coay
cqct	coăc
cqft	coăng
cqnt	coăn
cqmt	coăm
cqvt	coăp
cqrt	coăt

ct	cư
ctu	cưu
ctj	cưi
ctc	cưc
ctf	cưng
ctn	cưn
ctm	cưm
ctv	cưp
ctr	cưt

ctt	cưa
ctut	cươu
ctjt	cươi
ctct	cươc
ctft	cương
ctnt	cươn
ctmt	cươm
ctvt	cươp
ctrt	cươt

cp	cu
cpu	cuu
cpj	cui
cpc	cuc
cpf	cung
cpn	cun
cpm	cum
cpv	cup
cpr	cut

cpt	cua
cput	cuôu
cpjt	cuôi
cpct	cuôc
cpft	cuông
cpnt	cuôn
cpmt	cuôm
cpvt	cuôp
cprt	cuôt

cet	coe
ceut	coeo
cejt	coei
cect	coec
ceft	coeng
cent	coen
cemt	coem
cevt	coep
cert	coet

cdt	cuê
cdut	cuêu
cdjt	cuêy
cdct	cuêch
cdft	cuênh
cdnt	cuên
cdmt	cuêm
cdvt	cuêp
cdrt	cuêt

cit	cui
ciut	cuyu
cijt	cuy
cict	cuych
cift	cuynh
cint	cuyn
cimt	cuym
civt	cuyp
cirt	cuyt

ckt	cuya
ckut	cuyêu
ckjt	cuyêy
ckct	cuyêc
ckft	cuyêng
cknt	cuyên
ckmt	cuyêm
ckvt	cuyêp
ckrt	cuyêt

gw	gơ
gwu	gơu
gwj	gơi
gwc	gơc
gwf	gơng
gwn	gơn
gwm	gơm
gwv	gơp
gwr	gơt

gwt	guơ
gwut	guơu
gwjt	guơi
gwct	guơc
gwft	guơng
gwnt	guơn
gwmt	guơm
gwvt	guơp
gwrt	guơt

go	go
gou	gou
goj	goi
goc	goc
gof	gong
gon	gon
gom	gom
gov	gop
gor	got

got	goo
gout	goou
gojt	gooi
goct	gooc
goft	goong
gont	goon
gomt	goom
govt	goop
gort	goot

ga	ga
gau	gao
gaj	gai
gac	gac
gaf	gang
gan	gan
gam	gam
gav	gap
gar	gat

gat	goa
gaut	goao
gajt	goai
gact	goac
gaft	goang
gant	goan
gamt	goam
gavt	goap
gart	goat

gl	gô
glu	gôu
glj	gôi
glc	gôc
glf	gông
gln	gôn
glm	gôm
glv	gôp
glr	gôt

glt	goô
glut	goôu
gljt	goôi
glct	goôc
glft	goông
glnt	goôn
glmt	goôm
glvt	goôp
glrt	goôt

gs	ganh
gsu	gâu
gsj	gây
gsc	gâc
gsf	gâng
gsn	gân
gsm	gâm
gsv	gâp
gsr	gât

gst	goanh
gsut	guâu
gsjt	guây
gsct	guâc
gsft	guâng
gsnt	guân
gsmt	guâm
gsvt	guâp
gsrt	guât

gq	gach
gqu	gau
gqj	gay
gqc	găc
gqf	găng
gqn	găn
gqm	găm
gqv	găp
gqr	găt

gqt	goach
gqut	goau
gqjt	goay
gqct	goăc
gqft	goăng
gqnt	goăn
gqmt	goăm
gqvt	goăp
gqrt	goăt

gt	gư
gtu	gưu
gtj	gưi
gtc	gưc
gtf	gưng
gtn	gưn
gtm	gưm
gtv	gưp
gtr	gưt

gtt	gưa
gtut	gươu
gtjt	gươi
gtct	gươc
gtft	gương
gtnt	gươn
gtmt	gươm
gtvt	gươp
gtrt	gươt

gp	gu
gpu	guu
gpj	gui
gpc	guc
gpf	gung
gpn	gun
gpm	gum
gpv	gup
gpr	gut

gpt	gua
gput	guôu
gpjt	guôi
gpct	guôc
gpft	guông
gpnt	guôn
gpmt	guôm
gpvt	guôp
gprt	guôt

get	goe
geut	goeo
gejt	goei
gect	goec
geft	goeng
gent	goen
gemt	goem
gevt	goep
gert	goet

gdt	guê
gdut	guêu
gdjt	guêy
gdct	guêch
gdft	guênh
gdnt	guên
gdmt	guêm
gdvt	guêp
gdrt	guêt

git	gui
giut	guyu
gijt	guy
gict	guych
gift	guynh
gint	guyn
gimt	guym
givt	guyp
girt	guyt

gkt	guya
gkut	guyêu
gkjt	guyêy
gkct	guyêc
gkft	guyêng
gknt	guyên
gkmt	guyêm
gkvt	guyêp
gkrt	guyêt

aw	ngơ
awu	ngơu
awj	ngơi
awc	ngơc
awf	ngơng
awn	ngơn
awm	ngơm
awv	ngơp
awr	ngơt

awt	nguơ
awut	nguơu
awjt	nguơi
awct	nguơc
awft	nguơng
awnt	nguơn
awmt	nguơm
awvt	nguơp
awrt	nguơt

ao	ngo
aou	ngou
aoj	ngoi
aoc	ngoc
aof	ngong
aon	ngon
aom	ngom
aov	ngop
aor	ngot

aot	ngoo
aout	ngoou
aojt	ngooi
aoct	ngooc
aoft	ngoong
aont	ngoon
aomt	ngoom
aovt	ngoop
aort	ngoot

aa	nga
aau	ngao
aaj	ngai
aac	ngac
aaf	ngang
aan	ngan
aam	ngam
aav	ngap
aar	ngat

aat	ngoa
aaut	ngoao
aajt	ngoai
aact	ngoac
aaft	ngoang
aant	ngoan
aamt	ngoam
aavt	ngoap
aart	ngoat

al	ngô
alu	ngôu
alj	ngôi
alc	ngôc
alf	ngông
aln	ngôn
alm	ngôm
alv	ngôp
alr	ngôt

alt	ngoô
alut	ngoôu
aljt	ngoôi
alct	ngoôc
alft	ngoông
alnt	ngoôn
almt	ngoôm
alvt	ngoôp
alrt	ngoôt

as	nganh
asu	ngâu
asj	ngây
asc	ngâc
asf	ngâng
asn	ngân
asm	ngâm
asv	ngâp
asr	ngât

ast	ngoanh
asut	nguâu
asjt	nguây
asct	nguâc
asft	nguâng
asnt	nguân
asmt	nguâm
asvt	nguâp
asrt	nguât

aq	ngach
aqu	ngau
aqj	ngay
aqc	ngăc
aqf	ngăng
aqn	ngăn
aqm	ngăm
aqv	ngăp
aqr	ngăt

aqt	ngoach
aqut	ngoau
aqjt	ngoay
aqct	ngoăc
aqft	ngoăng
aqnt	ngoăn
aqmt	ngoăm
aqvt	ngoăp
aqrt	ngoăt

at	ngư
atu	ngưu
atj	ngưi
atc	ngưc
atf	ngưng
atn	ngưn
